User,User,Id,ExecutionTime
user00,0,558517
user01,1,558517
user02,2,511515
user03,3,558517
user04,4,558517
user05,5,511515
user06,6,558517
user07,7,558517
user08,8,511515
user09,9,558517
user10,10,558517
user11,11,511515
user12,12,558517
user13,13,558517
user14,14,511515
user15,15,558517
user16,16,558517
user17,17,511515
user18,18,558517
user19,19,558517
user20,20,511515
user21,21,558517
user22,22,558517
user23,23,511515
user24,24,558517
user25,25,558517
user26,26,511515
user27,27,558517
user28,28,558517
user29,29,511515
user30,30,558517
user31,31,558517
user32,32,511515
user33,33,558517
user34,34,558517
user35,35,511515
user36,36,558517
user37,37,558517
user38,38,511515
user39,39,558517
user40,40,558517
user41,41,511515
user42,42,558517
user43,43,558517
user44,44,511515
user45,45,558517
user46,46,558517
user47,47,511515
user48,48,558517
user49,49,558517
user50,50,511515
user51,51,558517
user52,52,558517
user53,53,511515
user54,54,558517
user55,55,558517
user56,56,511515
user57,57,558517
user58,58,558517
user59,59,511515
user60,60,558517
user61,61,558517
user62,62,511515
user63,63,558517
user64,64,377325
user65,65,334432
user66,66,377325
user67,67,377325
user68,68,334432
user69,69,377325
user70,70,377325
user71,71,334432
user72,72,377325
user73,73,377325
user74,74,334432
user75,75,377325
user76,76,377325
user77,77,334432
user78,78,377325
user79,79,377325
user80,80,334432
user81,81,377325
user82,82,377325
user83,83,334432
user84,84,377325
user85,85,377325
user86,86,334432
user87,87,377325
user88,88,377325
user89,89,334432
user90,90,377325
user91,91,377325
user92,92,334432
user93,93,377325
user94,94,377325
user95,95,334432
user96,96,377325
user97,97,377325
user98,98,334432
user99,99,377325
user100,100,377325
user101,101,334432
user102,102,377325
user103,103,377325
user104,104,334432
user105,105,377325
user106,106,377325
user107,107,334432
user108,108,377325
user109,109,377325
user110,110,334432
user111,111,377325
user112,112,377325
user113,113,334432
user114,114,377325
user115,115,377325
user116,116,334432
user117,117,377325
user118,118,377325
user119,119,334432
user120,120,377325
user121,121,377325
user122,122,334432
user123,123,377325
user124,124,377325
user125,125,334432
user126,126,377325
user127,127,377325
user128,128,88895
user129,129,88895
user130,130,88895
user131,131,88895
user132,132,88895
user133,133,88895
user134,134,88895
user135,135,88895
user136,136,88895
user137,137,88895
user138,138,88895
user139,139,88895
user140,140,88895
user141,141,88895
user142,142,88895
user143,143,88895
user144,144,88895
user145,145,88895
user146,146,88895
user147,147,88895
user148,148,88895
user149,149,88895
user150,150,88895
user151,151,88895
user152,152,88895
user153,153,88895
user154,154,88895
user155,155,88895
user156,156,88895
user157,157,88895
user158,158,88895
user159,159,88895
user160,160,88895
user161,161,88895
user162,162,88895
user163,163,88895
user164,164,88895
user165,165,88895
user166,166,88895
user167,167,88895
user168,168,88895
user169,169,88895
user170,170,88895
user171,171,88895
user172,172,88895
user173,173,88895
user174,174,88895
user175,175,88895
user176,176,88895
user177,177,88895
user178,178,88895
user179,179,88895
user180,180,88895
user181,181,88895
user182,182,88895
user183,183,88895
user184,184,88895
user185,185,88895
user186,186,88895
user187,187,88895
user188,188,88895
user189,189,88895
user190,190,88895
user191,191,88895
user192,192,0
